accX,accY,accZ,Activity
7.142158144093917,-0.4168306313397156,7.070437379393609,A
4.349010046879034,-0.2989785165213263,6.853354456714804,A
2.963631682819789,0.02540520885571651,5.734221080952081,A
3.3033554564814427,-0.9470611366694124,7.238383010322522,A
4.881826198562729,0.1677709775019608,9.669459174481096,A
6.308945160595375,0.5600784197426977,11.21682759426282,A
7.594491056466038,-1.7493629791732088,11.465052095690092,A
7.113315073669475,-2.8939893972465183,11.515479697854262,A
7.611214094607529,-2.9569882913848744,9.44158666625784,A
4.801531961554248,-1.1776783352843372,6.365533103564172,A
4.256208793289417,-0.10779861537131918,3.3453471999743907,A
2.6320268447002046,-0.6018690280935537,0.7675847136097473,A
5.603390495691041,-1.0079798229791688,0.1084265958442608,A
12.207381962987496,-0.9961908324033004,-0.6830629162090129,A
16.38303567954439,1.2175353259646435,-2.9468831054076534,A
18.64334308107196,-3.0763882748371554,-0.3071072726021796,A
16.403754010192415,-1.8720652956498343,0.06649974449073504,A
10.398634830285236,-0.9118636972393669,-0.345641657202328,A
7.397012815667755,-2.2447193656740314,1.2519623483693092,A
5.957716625289339,-2.960975127952147,-0.2620884312420237,A
9.235059238971711,-2.537578962903448,0.7749606978725494,A
12.659637432957727,-5.7037023925008885,-0.6370104504489288,A
16.749981803645774,-0.548900064316684,2.098509828843678,A
15.793196302384215,3.8883906788886584,1.0268850831566485,A
19.582142257937633,-0.5210755885274474,-3.704152758504005,A
17.356134118303768,-2.0858316048086123,-1.2754947007365052,A
9.521924250957094,-2.1224007145988604,0.2741436145001855,A
6.743133432846142,2.009722671417474,-0.8807142505343013,A
6.951273226227781,-0.1235933531689532,-1.4771846375952782,A
8.888512510455234,-0.01354138130058706,-1.7061974810041312,A
8.301629399786936,-0.5410586135214557,-2.980639402046612,A
12.538408391538129,-2.2635683790292536,-1.7831804357690482,A
13.011972439015674,-3.757266860811372,1.630553777231702,A
13.61815639488508,-2.1850498871467248,0.04093695381727805,A
11.828788169397663,-1.8621935637567266,0.023874628938744313,A
11.735148655972012,-1.1860633621228411,-0.15284420160884538,A
13.517078822607118,-3.1427257619684283,1.27700314353523,A
13.205871325269698,-2.248538938707963,1.9056927551550977,A
16.542516290906654,-1.6324087408423837,2.655783713419318,A
16.37421092398883,-0.4718378919968735,0.24328268764320296,A
19.53360946783616,0.5575364976590284,-4.069698123115855,A
16.35562934907138,-0.6598926575771044,-1.150169016307634,A
8.54292273934214,-1.2066009238292597,0.6016840668942218,A
8.68150031325868,0.06838075103837639,-1.3973535113297035,A
8.176528333140404,0.24538853378572903,-2.48276138292843,A
7.6390258114711145,-0.1337037349588335,-1.8774289330410636,A
8.026158072845565,0.04735360730980187,-2.445396208359682,A
12.018486289063842,-1.5064689213790974,-0.3165025760991108,A
15.391211347248884,-1.8329001416821002,0.8867323355966926,A
14.994097906681501,-2.358382376391301,0.18081300917240115,A
11.607916248936354,-1.0931204860223287,1.0062169509069225,A
13.515815148951049,-2.5116186038292434,0.8591624612277603,A
12.369473615308328,-3.0132985694550714,2.0730077927107935,A
15.046026957929596,-2.2112660914581785,2.5786196468047,A
16.317051894916766,-3.530151003771838,0.8701219093114937,A
18.486843139040058,0.9181686688563174,-2.606601538836002,A
19.20860255906676,3.26279301107004,-3.680282022340249,A
12.550750986348199,-2.1573287774467826,-0.4696022076768494,A
10.517688610428706,-1.4424150296189175,-0.6490951273801744,A
9.767694246824995,-0.04512853335549861,-2.1786512450132527,A
8.68609391377638,0.7957517575627177,-2.0549370395464623,A
6.750731896682002,1.259380181695641,-1.3797444897401447,A
6.636652598800744,-1.3403933215132549,-2.132731918274198,A
11.278748163672393,-4.971167568010548,1.300353803721352,A
13.441671365907457,-1.409049610187082,2.2002825947151834,A
14.609743921203606,1.2200436122079932,0.5673101116764324,A
13.766316728378555,-2.2327466740489657,1.0020580025640209,A
12.793775904701489,-3.3775685971255864,0.9153111820956369,A
10.813776379440595,-2.576769194086551,0.761659570379556,A
13.795660675257558,-2.303741726511261,0.7310551147580399,A
16.93625533981784,-2.689527518217778,1.4272756475336268,A
16.880450979476652,0.9090242177517185,-1.241508272097997,A
17.880127680707414,3.319028646389496,-3.259849140041672,A
12.287622346483545,0.2395344608577474,-1.535867331887129,A
8.93573956901974,-2.4890372315206806,0.219312144802022,A
7.599550811635837,0.22934889155435303,-1.344904691641221,A
8.418117077604355,0.5035158525773948,-1.952477570957433,A
7.306144052539349,1.156334652869885,-2.0480169930918293,A
7.892789440367375,-1.581882895276396,-1.626884301364099,A
13.598247865137706,-2.084947098354056,-0.5089376528201643,A
17.24449543347573,-1.5858850227630903,-0.606623179224519,A
14.956874986936416,-0.29929351042376146,-1.2251110832278762,A
11.334805654963848,-1.3917091165598634,1.352464022698537,A
12.372633065791861,-0.9091714810321371,-0.3972441055855123,A
11.447278924079725,-3.48174235492799,1.064912997310665,A
13.46799656769193,-3.1908082763801096,0.911329490813603,A
16.028325052077076,-5.583939008682231,2.66843968830133,A
19.49641177215088,2.4256718870495826,-2.0824180829633656,A
18.56463144852849,4.570084624137953,-5.075797852027735,A
15.470304651140072,-6.023504474521373,1.641060689179804,A
12.432605906708595,-0.8660866407865936,-1.55593683465683,A
9.168066463770161,1.4319896353651815,-2.9217763500825003,A
8.151381052028396,0.5989866585924163,-2.1549375550506005,A
9.831752511345194,-0.9787580277636739,-1.7066943867102031,A
9.123036926901063,0.031773344164556704,-2.477936973860987,A
10.7020895400163,-2.599330879067987,0.4037835876804228,A
13.38002211115443,-1.0386250899072687,1.6404496051183821,A
13.39401337778977,0.2235544166982459,-0.2623880859135263,A
14.994286067910489,1.3640308221265764,-2.224978234665583,A
20.040528335425815,-7.905804571131113,-0.4124705504660276,A
10.790778454366514,-6.369550312367008,0.3411597144237526,A
14.606185347469026,1.6717736291390637,1.4057923086235768,A
16.84037103735883,-4.925863608336069,3.0519527104463173,A
16.892207217857983,0.027221693962180982,-3.4311004174175035,A
21.122168690484585,3.4630333825840327,-3.4844304394436216,A
14.801633975912694,0.11287452532880698,0.2044567620871377,A
11.184266376305661,-1.0696996537234171,-0.43020517817149867,A
9.153692395840295,0.7662403861762034,-2.011784514770887,A
8.461956085276992,0.7847265070915435,-1.6046781569924264,A
7.218199469387622,0.6368424914652486,-1.989259974953707,A
7.750035862246445,-1.6597713266025178,-1.7282924137845335,A
11.34268344607896,-2.350266822298596,0.3736492606084092,A
16.387447204206634,-3.1513787194051406,0.9169212483563491,A
14.966389107536088,-0.5229299285959449,-1.0761325681669807,A
12.699499005819137,-2.4375142801898924,0.267471925561501,A
12.927678622308498,-1.7746653159371553,0.4016042010106447,A
12.223387012478366,-5.774350705509978,3.2553645802333295,A
14.805208716693949,1.4165641888953422,3.572524098289013,A
16.05892982886699,-1.291845061932854,1.3809669375792073,A
18.485556759885778,-5.843348171297657,-4.584233622790005,A
19.48102705416538,5.371584727690664,-5.609763679064892,A
