accX,accY,accZ,Activity
-8.496634369370518,-4.511957865713636,-1.569994483007136,A
-6.487304059283452,-7.851208912028631,-1.145899853652604,A
-3.5307735212445857,-7.980648964894181,-2.2626853259013266,A
-1.7097682945976076,-8.851097068363153,-3.9627555700649415,A
-2.0362881560666564,-4.514777720040724,-1.6272397273651615,A
-3.067161268060238,-9.269616503540114,-1.2322346557825041,A
-4.309322772163555,-8.948288171228889,-1.6309076379696705,A
-3.977739717060305,-8.810667888208553,1.5067637710073143,A
-2.018023854224152,-9.60575373578436,-1.295785983307892,A
-5.510849791071515,-13.105655943208951,-3.8072757055601634,A
-5.911417989609371,-7.980765231616553,-2.287476555103132,A
-5.542215388703637,-6.465499282193927,-4.6885771274833346,A
-6.742619718203838,-1.2282596174607792,-2.1560743586893296,A
-6.8242840150587,-2.8865497075423407,-8.626277475452076,A
-5.794524719238983,0.8866968255390859,-8.519602339434872,A
-4.1413708063789265,-9.99503483781263,-15.390736848579607,A
-2.958234760973923,-7.555224160316238,-11.030554285494357,A
-2.2169890267160897,-4.447523975859232,-12.281822487240301,A
-3.396454829433564,-8.582659479459771,-8.403232258223552,A
-8.14352218334885,-3.942607755264864,-6.613168376460111,A
-10.78856573789745,2.967738003414552,-6.282514854996658,A
-6.405739400568835,-2.0748242641222534,-8.053108372932357,A
-5.237514436467282,-2.2874635001382395,-3.324465657082944,A
-14.211884389483167,-4.818898572534572,3.621453766612828,A
-14.397902977805229,-4.768212972199898,-0.44482569597091143,A
-8.784115516752934,-11.393705862915098,-5.192108393295687,A
-7.513650411104434,-9.652575987072057,-5.589367273886056,A
-6.210012292527745,-5.856356976558599,-2.6201286775015813,A
-4.987832449811869,-8.098590888954071,0.526756054658241,A
-5.716435709787549,-8.939178479711924,0.12256034968801911,A
-6.9651320233904785,-8.335161751586998,1.3881494003065966,A
-8.323271656532553,-5.224218210693916,3.1531464755179255,A
-7.103525395560081,-0.4398306109630202,3.995161195793192,A
-9.157090323295654,1.6568285134650034,1.380213758788704,A
-12.15984775355983,0.15828011075979379,-0.2789449308918006,A
-16.478762759120954,-0.05489298746911601,-2.895019484242289,A
-17.44534766971788,-4.871484978603336,-4.334945392691899,A
-12.497894897472621,-5.044923182399943,-1.6525663512683615,A
-10.172373711395435,-2.4614455059061857,-2.9236031302717067,A
-9.573674269988162,-3.290097051076958,-3.8444794648767635,A
-8.270698364953592,-2.333226667130494,-1.5489644969380323,A
-8.584722741721789,-4.107506400209082,0.07663422574515717,A
-9.18374855938042,-8.606011274558606,1.3911797998084887,A
-12.01875032352515,-14.942151741375962,-3.8037155808577774,A
-15.179075075440105,-16.363359490990383,-8.092764373258523,A
-17.60607475971979,-19.047790548394747,-18.979424065809162,A
-15.580491527448656,-16.946884286676728,-17.942915981555547,A
-12.317638290092983,-4.826652053551885,-11.095148959444789,A
-4.95244397155035,-3.1732281085401848,-4.20617015787414,A
-3.378961107150214,-0.24427680594068027,-0.0579252366878353,A
-0.4209231856283639,-1.1846121077115734,2.259620201707854,A
5.557930998984466,-2.844070523154037,5.07250180762283,A
9.222770801786536,-1.12412803033776,7.57824042118034,A
7.398284372517685,-5.831678071837953,5.7350889069932816,A
5.11706700191474,-8.116061312126357,7.049217975055694,A
3.089877014050868,-4.1021902029570345,5.532254527555693,A
5.311445653132437,2.05622506599241,6.592354799457227,A
5.7659240452442635,5.096925138935419,3.8310010412450657,A
17.415390685532703,3.0633230079389215,-1.2436349817537946,A
11.91776200796002,0.24100352470047984,-5.454129472105522,A
8.852860169731397,-7.262913145019432,-4.393617874443348,A
5.455955880626191,-4.953400185660127,-1.3899042026913626,A
6.021274298564328,-4.936483363040726,0.11179843268934433,A
8.52237022115695,-4.702282763518284,0.5985593999801726,A
7.627868860873547,-4.876378530950047,-0.050495185198318616,A
7.241422603681733,-3.329501867251021,0.13254582896966985,A
7.941453181028031,-4.751792193384373,0.693155216646047,A
9.540516097567163,-5.100011543957553,-0.9793136363991679,A
10.006333980389547,-7.484857325438683,-0.8603473509628763,A
8.627220758556259,-7.637460171298095,-2.6517059707527912,A
5.203058406891115,-7.708968475426336,-2.356494571593217,A
4.815925026658444,-5.666801911105831,-0.5933788753423167,A
3.4338947284208663,-6.204427361712264,1.826486935565656,A
3.7613530611345296,-5.964733033641392,1.1003509312045223,A
5.582973305820808,-8.922690016660818,4.081624459013216,A
5.8868754405524975,-11.166009984677219,3.5554856554940835,A
6.129042624367883,-8.259482124093052,5.6231654225441465,A
