accX,accY,accZ,Activity
7.719771151128384,-5.064691240272208,0.7820254544278896,A
7.03330756765394,-3.7880593189943887,0.7592495657654137,A
8.246566588668573,-4.097713588817055,1.2326591105706515,A
10.56656269846082,-3.6552118293014297,0.7381188265081062,A
13.349761371015674,-4.041285166613555,0.14793446251122389,A
12.08897728473902,-4.585946818747224,0.08932230938819351,A
9.13297072327617,-6.183103447752932,0.9598811586029221,A
10.744268004882514,-4.760458024977084,-0.20141682921802462,A
13.48153868189369,-3.60561047862614,-1.0183558250593765,A
8.557824035173384,-3.9377850437918007,-1.2870938085499166,A
8.342638284438607,-3.479186481397374,-0.9327714325119452,A
8.514433358768018,-1.9537274929872668,-1.353498595298077,A
7.819391940734061,-1.4628293028275126,-1.1324552009840223,A
9.507610277538879,-0.8868486434795931,-1.6482582523334408,A
10.05759538705427,-1.500882567212227,-1.3947532875933888,A
11.550303801912642,-2.6984232483002044,-1.4227948740485115,A
9.979761371483004,-3.0135410192686067,-0.9397586804912003,A
10.29761093832287,-3.6213221239879707,-0.3126540570561949,A
8.74998754512867,-3.3622678144328724,0.2938450085837686,A
5.711205418055473,-3.7817036492074805,0.7542978294071369,A
7.762760848355383,-3.8774239080063344,0.6553483932710109,A
7.780129549592341,-4.120627558818175,1.180319995313555,A
11.755406104652781,-3.656176659241522,0.5693439432593307,A
13.307293641684375,-3.8735141606834644,-0.17015998983480388,A
10.671906669235137,-4.691772786092135,-0.3382984881012097,A
10.336500970466222,-6.4262780489801195,0.769767195008208,A
12.979837608768197,-3.7075998440007667,-1.3159037912844416,A
12.151617324259536,-3.59951847881976,-1.5409085801052262,A
7.91259613228055,-3.8105269261910975,-1.7500140174183758,A
7.972400063611876,-2.2394793020728567,-1.297362547231762,A
7.342995114397582,-1.7887973569006557,-1.5329094496016198,A
8.137507261629112,-0.9908612733420101,-1.5456151425481441,A
9.559048912924826,-0.7939312229378522,-2.4490006694677966,A
11.22328382388227,-2.129724788546899,-1.9360982362042403,A
11.298779775884347,-3.046716479434664,-1.4160194135712647,A
10.138465568989961,-3.8655389068023682,-0.03256993286119336,A
11.257153278350687,-2.6667031954854377,-0.5092657134366129,A
6.602806460655784,-4.143819048007734,0.4807595285355309,A
6.083067324647975,-4.2607796169656345,0.7688261780387984,A
7.33638790235336,-2.8871460511792835,1.1562602497273302,A
8.200866553169377,-4.0016071139761875,0.8312465250457536,A
12.244073076642824,-3.499834609727913,-0.003291121929492604,A
12.521371513725564,-3.799106942272641,-0.6342965166442582,A
11.831613341887035,-4.990719811652837,-0.24762753306173776,A
10.570803334454153,-5.609685294907603,-0.45717234199879336,A
12.519375291933843,-3.546781995722264,-1.6565551374286343,A
10.025980448770076,-4.169908555257733,-1.5340322237313568,A
6.844008162967548,-2.7678100487662536,-1.3517878212129275,A
7.147809424548444,-2.66668317168606,-0.9831372760876996,A
6.976782448003649,-1.232072776189579,-0.9219059051152932,A
10.114051917487883,-1.5833595323401666,-1.2973696508562578,A
11.575082867930037,-1.8617332633907995,-1.8593123519186023,A
12.05391175057143,-2.433574273519894,-1.3596996212135941,A
10.718067614407763,-2.382904510843491,-1.208200606881424,A
8.95707750379391,-3.330125165502992,0.36459967475104266,A
10.227337310019722,-1.7189796761412464,0.05547396160359145,A
5.784519784469278,-3.4619051298433794,0.5119850418418977,A
5.550582434364633,-3.475126855788092,0.6677769341083131,A
7.6089487378935035,-2.861350941437383,0.5252090898234707,A
9.141670806384012,-3.6782241641905165,0.4613875290593654,A
12.844601615163294,-4.0153999019884905,0.418439851632411,A
14.030956576457656,-3.658327031747845,-0.039429404800756164,A
11.904138133292127,-5.20429894640026,0.9226392485389209,A
9.05143570800729,-5.096324529234019,0.8188623668912445,A
11.928156084343835,-4.119748597273541,-0.6556712917149841,A
10.580905594476215,-3.9565991776660216,-0.8748532553616762,A
8.258931698784691,-3.4900661410465394,-0.8880953442293508,A
7.829124055513705,-2.4709472080609536,-1.2206305800314752,A
7.531459374418322,-1.5925530270507637,-1.1545711526008409,A
8.254248734984936,-1.7411643183896761,-1.3472108606500144,A
11.487039074840505,-1.5141904970982574,-1.739463481164439,A
12.154435822633127,-1.8056548446360383,-1.4630528589765535,A
10.418860003526136,-2.9045179536932935,-0.9113024437569432,A
8.867269224973766,-3.688332082758798,0.3030478347678172,A
9.569439889471912,-2.2755533177695377,-0.01796830648228311,A
6.250393228707738,-3.236288339642731,0.37594985407453024,A
6.273250827645647,-3.8678542015503967,0.4296142071568783,A
6.959707269331724,-3.0840881101099287,1.0669273439202636,A
9.395904184317425,-2.9625444319511813,1.0993361888298052,A
12.179241479058645,-3.219339690310058,1.0573067498878603,A
13.719105047311169,-3.259689204755166,0.43118709689352813,A
